MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,SalePrice
120,RL,3136,Corner,NridgHt,TwnhsE,1Story,7,5,2003,Gable,VinylSd,Stone,163,PConc,0,1405,1405,Ex,1405,0,1405,0,0,2,2,1,Gd,171750
20,RL,9858,Inside,Mitchel,1Fam,1Story,5,6,1968,Gable,HdBoard,None,0,CBlock,510,354,864,TA,874,0,874,1,0,1,3,1,TA,130000
60,RL,17542,Inside,Veenker,1Fam,2Story,7,7,1974,Gable,Wd Sdng,None,0,CBlock,125,36,1192,TA,1516,651,2167,1,0,2,3,1,Gd,294000
60,RL,6931,Inside,Edwards,1Fam,2Story,7,5,2003,Gable,VinylSd,Stone,92,PConc,0,746,746,Ex,760,896,1656,0,0,2,3,1,Gd,165400
50,RM,6240,Inside,BrkSide,1Fam,1.5Fin,6,6,1931,Gable,Wd Sdng,None,0,BrkTil,425,459,884,TA,959,408,1367,0,0,1,3,1,TA,127500
20,RL,14303,Corner,NoRidge,1Fam,1Story,8,5,1994,Hip,HdBoard,BrkFace,554,PConc,1314,672,1986,Ex,1987,0,1987,1,0,2,2,1,Gd,301500
30,RL,4060,Corner,Edwards,1Fam,1Story,5,8,1922,Gable,Wd Sdng,None,0,PConc,0,864,864,Ex,864,0,864,0,0,1,2,1,TA,99900
80,RL,9587,Inside,Gilbert,1Fam,SLvl,7,5,2005,Gable,VinylSd,Stone,182,PConc,655,201,856,Ex,1166,0,1166,1,0,2,2,1,Gd,190000
20,RL,9750,FR2,NAmes,1Fam,1Story,6,8,1969,Gable,HdBoard,None,0,CBlock,602,14,1054,Gd,1054,0,1054,1,0,1,3,1,TA,151000
60,RL,24682,CulDSac,Gilbert,1Fam,2Story,6,5,1999,Gable,VinylSd,None,0,PConc,0,841,841,Ex,892,783,1675,0,0,2,3,1,TA,181000
20,RL,9600,Inside,NAmes,1Fam,1Story,5,6,1956,Hip,MetalSd,None,0,CBlock,504,546,1050,Gd,1050,0,1050,0,0,1,2,1,TA,128900
50,RL,11250,Inside,ClearCr,1Fam,1.5Fin,4,5,1957,Gable,Wd Sdng,None,0,CBlock,0,1104,1104,Ex,1104,684,1788,1,0,1,5,1,TA,161500
70,RL,13515,Inside,BrkSide,1Fam,2Story,6,6,1919,Gambrel,Wd Sdng,None,0,PConc,0,764,764,Ex,1060,764,1824,0,0,1,3,1,TA,180500
120,RH,4060,Inside,NAmes,TwnhsE,1Story,6,5,1998,Gable,MetalSd,None,0,PConc,266,1139,1405,Ex,1337,0,1337,1,0,2,2,1,Gd,181000
160,FV,3735,FR3,Somerst,TwnhsE,2Story,7,5,1999,Hip,MetalSd,BrkFace,218,PConc,450,241,691,Ex,713,739,1452,1,0,2,3,1,Gd,183900
190,RM,10120,Inside,OldTown,2fmCon,2.5Unf,7,4,1910,Hip,Wd Sdng,None,0,CBlock,0,925,925,TA,964,925,1889,0,0,1,4,2,TA,122000
20,RL,13214,Inside,Timber,1Fam,1Story,9,5,2008,Hip,Stucco,None,0,PConc,0,2002,2002,Ex,2018,0,2018,0,0,2,3,1,Ex,378500
50,RL,14100,Inside,Crawfor,1Fam,1.5Fin,8,9,1935,Gable,Stucco,BrkFace,632,CBlock,192,536,728,Ex,1968,1479,3447,0,0,3,4,1,Gd,381000
50,RL,11344,Inside,NAmes,1Fam,1.5Fin,5,5,1958,Gable,MetalSd,BrkFace,180,CBlock,460,414,874,TA,874,650,1524,0,0,1,3,1,TA,144000
40,RL,23595,Inside,ClearCr,1Fam,1Story,7,6,1979,Shed,Plywood,None,0,PConc,1258,74,1332,TA,1332,192,1524,2,0,0,0,1,Gd,260000
20,RL,9156,Inside,NWAmes,1Fam,1Story,6,7,1968,Hip,BrkFace,None,0,CBlock,0,1489,1489,Gd,1489,0,1489,0,0,2,3,1,Gd,185750
20,RL,13526,CulDSac,Sawyer,1Fam,1Story,5,6,1965,Hip,HdBoard,BrkFace,114,CBlock,560,0,935,TA,935,0,935,1,0,1,3,1,TA,137000
80,RL,11512,Corner,Edwards,1Fam,SLvl,6,7,1959,Gable,Plywood,BrkFace,84,CBlock,719,300,1019,Gd,1357,0,1357,1,0,1,2,1,Ex,177000
50,RL,5362,Corner,Crawfor,1Fam,1.5Fin,5,6,1910,Gable,Wd Sdng,None,0,PConc,0,661,661,Ex,661,589,1250,0,0,2,3,1,TA,139000
90,RL,11345,Corner,NAmes,Duplex,2Story,5,5,1948,Gable,AsbShng,Stone,567,CBlock,220,708,928,Gd,928,992,1920,0,0,2,4,2,TA,137000
60,RL,12936,CulDSac,NWAmes,1Fam,2Story,6,6,1972,Gable,HdBoard,None,0,CBlock,593,130,723,TA,735,660,1395,0,1,1,3,1,TA,162000
80,RL,17871,CulDSac,NWAmes,1Fam,SLvl,6,5,1967,Gable,HdBoard,BrkFace,359,CBlock,528,1152,1680,Fa,1724,0,1724,1,0,1,3,1,TA,197900
60,RL,9473,Inside,CollgCr,1Fam,2Story,8,5,2002,Gable,VinylSd,NA,NA,PConc,804,324,1128,Ex,1128,903,2031,1,0,2,3,1,Gd,237000
50,C (all),7500,Inside,IDOTRR,1Fam,1.5Fin,4,4,1920,Gable,MetalSd,None,0,CBlock,0,698,698,TA,698,430,1128,0,0,1,2,1,TA,68400
20,RL,9808,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,VinylSd,BrkFace,110,PConc,788,785,1573,Ex,1573,0,1573,1,0,2,3,1,Gd,227000
20,RL,8049,CulDSac,Timber,1Fam,1Story,7,5,1990,Hip,HdBoard,BrkFace,54,CBlock,1053,256,1309,TA,1339,0,1339,1,0,2,2,1,TA,180000
20,RL,8800,Inside,CollgCr,1Fam,1Story,5,7,1977,Gable,HdBoard,None,0,CBlock,532,364,1040,TA,1040,0,1040,0,0,2,3,1,Gd,150500
90,RL,9400,Corner,Mitchel,Duplex,2Story,6,5,1971,Mansard,MetalSd,None,0,CBlock,0,912,912,TA,912,912,1824,0,0,2,4,2,TA,139000
50,RL,9638,Inside,SWISU,1Fam,1.5Fin,6,7,1919,Gable,Wd Sdng,None,0,PConc,0,804,804,Ex,1699,748,2447,0,0,2,4,1,Gd,169000
50,RM,6000,Inside,BrkSide,1Fam,1.5Fin,6,6,1939,Gable,MetalSd,None,0,CBlock,0,780,780,Ex,825,587,1412,0,0,1,4,1,TA,132500
20,RL,9790,Inside,NWAmes,1Fam,1Story,6,5,1963,Hip,HdBoard,BrkFace,451,CBlock,569,678,1328,TA,1328,0,1328,1,0,1,3,1,TA,143000
20,RL,36500,Inside,ClearCr,1Fam,1Story,5,5,1964,Gable,Wd Sdng,BrkCmn,621,CBlock,812,812,1624,Fa,1582,0,1582,0,1,2,4,1,TA,190000
120,RL,5664,Inside,StoneBr,TwnhsE,1Story,8,5,2000,Gable,CemntBd,None,0,PConc,1158,343,1501,Ex,1659,0,1659,1,0,2,2,1,Ex,278000
60,RL,11065,Inside,NridgHt,1Fam,2Story,8,5,2006,Gable,VinylSd,Stone,788,PConc,0,1085,1085,Ex,1120,850,1970,0,0,2,3,1,Ex,281000
80,RL,14112,Corner,NAmes,1Fam,SLvl,5,7,1964,Hip,Wd Sdng,BrkFace,86,PConc,1014,138,1152,TA,1152,0,1152,1,0,1,3,1,TA,180500
160,RM,1680,Inside,BrDale,Twnhs,2Story,5,7,1972,Gable,CemntBd,BrkFace,268,CBlock,231,399,630,TA,630,672,1302,0,0,2,3,1,TA,119500
70,RM,6600,Corner,OldTown,1Fam,2Story,5,4,1892,Gable,Wd Sdng,None,0,Stone,0,994,994,TA,1378,994,2372,0,0,2,4,2,TA,107500
60,RL,10140,Inside,NWAmes,1Fam,2Story,7,5,1976,Gable,HdBoard,None,0,PConc,194,638,832,TA,832,832,1664,0,0,2,4,1,TA,162900
20,RL,8172,Inside,Edwards,1Fam,1Story,5,7,1955,Hip,WdShing,None,0,CBlock,167,697,864,TA,864,0,864,1,0,1,2,1,TA,115000
20,RL,8400,Inside,NAmes,1Fam,1Story,5,5,1968,Hip,HdBoard,BrkFace,168,CBlock,1016,36,1052,Gd,1052,0,1052,1,0,1,3,1,TA,138500
20,RL,8700,Inside,NAmes,1Fam,1Story,5,6,1963,Hip,MetalSd,BrkFace,148,CBlock,776,344,1120,Gd,1128,0,1128,1,0,2,3,1,TA,155000
180,RM,3675,Inside,Edwards,TwnhsE,SFoyer,6,5,2005,Gable,VinylSd,BrkFace,82,PConc,547,0,547,Gd,1072,0,1072,1,0,2,2,1,TA,140000
60,RL,63887,Corner,Edwards,1Fam,2Story,10,5,2008,Hip,Stucco,Stone,796,PConc,5644,466,6110,Ex,4692,950,5642,2,0,2,3,1,Ex,160000
20,RL,7500,Inside,NAmes,1Fam,1Story,5,7,1959,Hip,BrkFace,None,0,CBlock,340,0,1246,Ex,1246,0,1246,1,0,1,3,1,Gd,154000
60,RL,10762,CulDSac,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,None,344,PConc,694,284,978,Ex,1005,978,1983,0,0,2,3,1,Gd,225000
70,RL,7500,Inside,Crawfor,1Fam,2Story,6,7,1942,Gable,Wd Sdng,None,0,CBlock,547,224,771,Fa,753,741,1494,0,0,1,3,1,Gd,177500
60,RL,10120,Inside,NoRidge,1Fam,2Story,8,5,1994,Hip,VinylSd,BrkFace,391,PConc,740,425,1165,Ex,1203,1323,2526,1,0,2,4,1,Gd,290000
20,RL,8688,Inside,Somerst,1Fam,1Story,7,5,2005,Gable,VinylSd,BrkFace,228,PConc,0,1616,1616,Ex,1616,0,1616,0,0,2,3,1,Gd,232000
160,RM,3363,Inside,Edwards,TwnhsE,2Story,7,5,2004,Gable,VinylSd,Stone,117,PConc,0,976,976,Ex,976,732,1708,0,0,2,3,1,Gd,130000
20,RL,13173,Corner,NridgHt,1Fam,1Story,9,5,2006,Hip,VinylSd,Stone,300,PConc,1572,80,1652,Ex,1652,0,1652,1,0,2,2,1,Ex,325000
120,RL,6955,Inside,NridgHt,TwnhsE,1Story,7,5,2005,Gable,VinylSd,Stone,94,PConc,0,1368,1368,Ex,1368,0,1368,0,0,2,2,1,Gd,202500
20,RL,8072,Inside,CollgCr,1Fam,1Story,5,5,1994,Gable,VinylSd,None,0,PConc,746,244,990,Ex,990,0,990,1,0,1,3,1,TA,138000
20,RM,12000,Inside,OldTown,1Fam,1Story,5,7,1948,Gable,MetalSd,None,0,CBlock,144,172,924,Ex,1122,0,1122,1,0,1,2,1,Gd,147000
20,RL,7153,Inside,SawyerW,1Fam,1Story,6,5,1991,Gable,HdBoard,BrkFace,88,CBlock,1200,78,1278,Gd,1294,0,1294,1,0,2,3,1,Gd,179200
20,RL,17500,Inside,Crawfor,1Fam,1Story,7,8,1959,Gable,BrkFace,None,0,PConc,1406,496,1902,TA,1902,0,1902,1,0,2,3,1,Ex,335000
20,RL,8814,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,BrkFace,80,PConc,925,349,1274,Ex,1274,0,1274,1,0,2,3,1,Gd,203000
60,RL,9572,Inside,NoRidge,1Fam,2Story,8,5,1990,Gable,Wd Sdng,BrkFace,336,PConc,482,971,1453,Ex,1453,1357,2810,0,0,2,4,1,Gd,302000
60,RL,14774,Corner,NoRidge,1Fam,2Story,9,5,1999,Gable,VinylSd,BrkFace,165,PConc,0,1393,1393,Ex,1422,1177,2599,0,0,2,4,1,Gd,333168
20,RL,8190,Inside,Edwards,1Fam,1Story,4,6,1954,Hip,Wd Sdng,None,0,CBlock,732,216,948,Ex,948,0,948,1,0,1,3,1,TA,119000
60,RL,11075,Inside,NAmes,1Fam,2Story,6,5,1969,Gable,HdBoard,None,0,CBlock,500,176,952,TA,1092,1020,2112,0,0,2,4,1,TA,206900
20,RL,10226,Inside,CollgCr,1Fam,1Story,8,5,2008,Gable,VinylSd,Stone,270,PConc,0,1622,1622,Ex,1630,0,1630,1,0,2,3,1,Ex,295493
120,FV,4230,Corner,Somerst,TwnhsE,1Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,1352,1352,Ex,1352,0,1352,0,0,2,2,1,Gd,208900
20,RL,14781,CulDSac,CollgCr,1Fam,1Story,8,5,2001,Hip,VinylSd,BrkFace,178,PConc,0,1753,1753,Ex,1787,0,1787,0,0,2,3,1,Gd,275000
20,RL,10215,Inside,Edwards,1Fam,1Story,4,5,1954,Hip,Wd Sdng,BrkFace,132,PConc,492,372,864,Ex,948,0,948,0,0,1,3,1,TA,111000
20,RL,8400,Inside,NAmes,1Fam,1Story,6,3,1957,Hip,BrkFace,None,0,CBlock,189,628,1478,Gd,1478,0,1478,1,0,1,3,1,TA,156500
20,RL,6627,Corner,BrkSide,1Fam,1Story,3,6,1949,Hip,VinylSd,None,0,CBlock,0,0,0,TA,720,0,720,0,0,1,2,1,TA,72500
60,RL,10186,Inside,NoRidge,1Fam,2Story,7,5,1992,Gable,HdBoard,None,0,PConc,674,76,750,Ex,1061,862,1923,1,0,2,3,1,Gd,190000
30,RL,5330,Inside,BrkSide,1Fam,1Story,4,7,1940,Hip,VinylSd,None,0,CBlock,280,140,420,Gd,708,0,708,0,0,1,2,1,Fa,82500
20,RL,9986,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,VinylSd,BrkFace,428,PConc,0,1795,1795,Ex,1795,0,1795,0,0,2,2,1,Gd,147000
30,RM,3636,Inside,IDOTRR,1Fam,1Story,4,4,1922,Gable,AsbShng,None,0,BrkTil,0,796,796,Fa,796,0,796,0,0,1,2,1,TA,55000
30,RH,4270,Inside,Edwards,1Fam,1Story,3,6,1931,Gable,MetalSd,None,0,BrkTil,544,0,544,Ex,774,0,774,0,0,1,3,1,Gd,79000
20,RL,6600,Inside,Mitchel,1Fam,1Story,5,9,1982,Gable,VinylSd,None,0,CBlock,641,175,816,Ex,816,0,816,0,1,1,3,1,Gd,130500
50,RM,10440,Corner,OldTown,1Fam,1.5Fin,6,7,1920,Gable,BrkFace,None,0,BrkTil,493,1017,1510,Ex,1584,1208,2792,0,0,2,5,1,TA,256000
60,RL,9084,Inside,Gilbert,1Fam,2Story,7,5,1998,Hip,VinylSd,None,0,PConc,0,935,935,Gd,955,677,1632,0,0,2,3,1,TA,176500
20,RL,10000,Inside,Somerst,1Fam,1Story,8,5,2006,Hip,VinylSd,Stone,410,PConc,0,1588,1588,Ex,1588,0,1588,0,0,2,3,1,Gd,227000
80,RL,10780,Inside,CollgCr,1Fam,SLvl,5,5,1976,Gable,MetalSd,None,0,CBlock,483,428,911,Gd,954,0,954,0,0,1,3,1,TA,132500
20,RL,8877,Inside,Edwards,1Fam,1Story,4,6,1938,Gable,MetalSd,None,0,CBlock,690,126,816,Ex,816,0,816,1,0,1,2,1,TA,100000
50,RM,7200,Corner,IDOTRR,1Fam,1.5Fin,5,6,1938,Gable,Wd Sdng,None,0,CBlock,0,803,803,Ex,803,557,1360,0,0,1,2,1,Gd,125500
160,RM,2368,Inside,BrDale,TwnhsE,2Story,5,6,1970,Gable,HdBoard,None,312,CBlock,765,0,765,TA,765,600,1365,0,0,1,3,1,TA,125000
20,RL,9650,Inside,NWAmes,1Fam,1Story,6,5,1977,Gable,Plywood,BrkFace,360,CBlock,686,664,1350,TA,1334,0,1334,0,1,2,2,1,TA,167900
90,RL,9246,Inside,NWAmes,Duplex,1Story,5,5,1973,Gable,Plywood,BrkFace,564,CBlock,0,1656,1656,TA,1656,0,1656,0,0,2,4,2,TA,135000
30,RM,4118,Corner,OldTown,1Fam,1Story,4,4,1941,Gable,Wd Sdng,None,0,CBlock,0,693,693,Fa,693,0,693,0,0,1,2,1,Fa,52500
60,RL,13450,Corner,CollgCr,1Fam,2Story,7,5,2002,Gable,VinylSd,None,0,PConc,700,216,916,Ex,920,941,1861,1,0,2,3,1,Gd,200000
20,RL,9560,Corner,CollgCr,1Fam,1Story,5,7,1972,Hip,MetalSd,None,0,CBlock,360,504,864,Ex,864,0,864,0,0,1,3,1,TA,128500
20,RL,8294,Inside,NAmes,1Fam,1Story,4,5,1971,Gable,MetalSd,None,0,CBlock,0,858,858,TA,872,0,872,0,0,1,3,1,TA,123000
20,RL,13695,Inside,SawyerW,1Fam,1Story,6,5,2003,Gable,VinylSd,None,0,PConc,814,300,1114,Ex,1114,0,1114,1,0,1,3,1,Gd,155000
60,RL,9375,Inside,CollgCr,1Fam,2Story,8,5,2002,Gable,VinylSd,BrkFace,149,PConc,0,1284,1284,Ex,1284,885,2169,0,0,2,3,1,Gd,228500
50,RL,7558,Inside,Crawfor,1Fam,1.5Fin,6,6,1928,Gable,BrkFace,None,0,BrkTil,0,896,896,Gd,1172,741,1913,0,0,1,3,1,TA,177000
60,RL,11103,Corner,CollgCr,1Fam,2Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,728,728,Ex,728,728,1456,0,0,2,3,1,Gd,155835
30,RM,6000,Inside,OldTown,1Fam,1Story,4,4,1920,Hip,MetalSd,None,0,PConc,250,710,960,Gd,960,0,960,0,0,1,2,1,Fa,108500
20,RL,20781,CulDSac,NWAmes,1Fam,1Story,7,7,1968,Hip,BrkFace,None,0,CBlock,297,1203,1568,TA,2156,0,2156,0,0,2,3,1,TA,262500
20,RL,15306,Corner,Timber,1Fam,1Story,8,5,2006,Gable,VinylSd,Stone,100,PConc,80,1652,1732,Ex,1776,0,1776,1,0,2,3,1,Gd,283463
20,RL,16196,Inside,SawyerW,1Fam,1Story,7,5,1998,Gable,VinylSd,None,0,PConc,1443,39,1482,Ex,1494,0,1494,1,0,2,3,1,Gd,215000
70,RM,5250,Inside,OldTown,1Fam,2Story,8,5,1872,Gable,MetalSd,None,0,BrkTil,259,425,684,Fa,938,1215,2358,0,0,2,4,1,TA,122000
90,RL,11643,Inside,NAmes,Duplex,2Story,5,5,1969,Gable,MetalSd,BrkFace,368,CBlock,500,748,1248,TA,1338,1296,2634,1,1,2,6,2,TA,200000
60,RL,9247,Inside,NAmes,1Fam,2Story,6,6,1962,Gable,HdBoard,BrkFace,318,CBlock,319,539,858,Ex,858,858,1716,0,0,1,4,1,TA,171000
50,RM,6000,Inside,BrkSide,1Fam,1.5Fin,6,9,1937,Gable,MetalSd,None,0,BrkTil,0,698,698,TA,786,390,1176,0,0,1,2,1,TA,134900
50,RL,14720,CulDSac,NoRidge,1Fam,1.5Fin,8,5,1995,Hip,VinylSd,BrkFace,579,PConc,816,1217,2033,Ex,2053,1185,3238,1,0,2,4,1,Gd,410000
60,RL,10316,Inside,CollgCr,1Fam,2Story,7,5,2000,Gable,VinylSd,None,0,PConc,735,257,992,Ex,992,873,1865,1,0,2,3,1,Gd,235000
80,RL,10192,Inside,NWAmes,1Fam,SLvl,7,6,1968,Gable,MetalSd,BrkFace,143,CBlock,0,570,570,Gd,1222,698,1920,0,0,3,4,1,Gd,170000
20,RL,9477,Corner,NAmes,1Fam,1Story,5,5,1966,Gable,HdBoard,BrkFace,65,CBlock,340,524,864,TA,892,0,892,0,0,1,3,1,TA,110000
20,RL,12537,CulDSac,NAmes,1Fam,1Story,5,6,1971,Gable,VinylSd,None,0,CBlock,734,344,1078,Ex,1078,0,1078,1,0,1,3,1,TA,149900
160,FV,2117,Inside,Somerst,Twnhs,2Story,6,5,2000,Gable,MetalSd,BrkFace,216,PConc,378,378,756,Ex,769,804,1573,0,0,2,3,1,Gd,177500
20,RL,16737,FR3,NridgHt,1Fam,1Story,9,5,2004,Hip,VinylSd,BrkFace,66,PConc,1447,533,1980,Ex,1980,0,1980,1,0,2,3,1,Ex,315000
70,RL,9842,Inside,SWISU,1Fam,2Story,5,6,1921,Gable,MetalSd,None,0,BrkTil,0,612,612,Ex,990,1611,2601,0,0,3,4,1,TA,189000
20,RL,16158,Inside,StoneBr,1Fam,1Story,7,5,2005,Hip,VinylSd,Stone,16,PConc,1274,256,1530,Ex,1530,0,1530,1,0,2,3,1,Gd,260000
50,RL,12513,FR2,NAmes,1Fam,1.5Fin,4,4,1920,Gable,VinylSd,None,0,BrkTil,0,715,715,Gd,1281,457,1738,0,0,2,4,1,TA,104900
60,RL,8499,Inside,Gilbert,1Fam,2Story,6,5,2006,Gable,VinylSd,None,0,PConc,0,616,616,Ex,616,796,1412,0,0,2,3,1,Gd,156932
160,FV,3180,Inside,Somerst,TwnhsE,2Story,7,5,2005,Gable,MetalSd,None,0,PConc,0,600,600,Ex,520,600,1200,0,0,2,2,1,Gd,144152
60,FV,7500,Inside,Somerst,1Fam,2Story,7,5,2000,Gable,VinylSd,None,0,PConc,533,281,814,Ex,814,860,1674,1,0,2,3,1,Gd,216000
60,RL,9179,Inside,CollgCr,1Fam,2Story,7,5,1999,Gable,VinylSd,BrkFace,158,PConc,633,240,873,Ex,882,908,1790,1,0,2,3,1,Gd,193000
160,RM,2665,Inside,MeadowV,TwnhsE,2Story,5,6,1977,Gable,CemntBd,None,0,PConc,548,36,757,Ex,925,550,1475,0,0,2,4,1,TA,127000
120,RM,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,VinylSd,BrkFace,170,PConc,685,163,848,Ex,848,0,848,1,0,1,1,1,Gd,144000
20,RL,10635,FR2,CollgCr,1Fam,1Story,8,5,2003,Hip,VinylSd,BrkFace,171,PConc,370,315,1657,Ex,1668,0,1668,1,0,2,3,1,Gd,232000
50,RL,5400,Corner,OldTown,1Fam,1.5Fin,4,6,1920,Gable,CBlock,None,0,PConc,315,420,840,Ex,840,534,1374,0,0,1,2,1,TA,105000
80,RL,9600,Inside,NAmes,1Fam,SLvl,6,6,1955,Hip,AsbShng,None,0,CBlock,831,161,992,Gd,1661,0,1661,1,0,1,3,1,Gd,165500
60,RL,9750,Corner,CollgCr,1Fam,2Story,7,6,1998,Gable,VinylSd,None,0,PConc,975,133,1108,Ex,1108,989,2097,1,0,2,3,1,Gd,274300
20,RL,11400,Inside,NoRidge,1Fam,1Story,10,5,2001,Hip,VinylSd,BrkFace,705,PConc,1282,1351,2633,Ex,2633,0,2633,1,0,2,2,1,Ex,466500
60,FV,10625,Inside,Somerst,1Fam,2Story,7,5,2005,Gable,CemntBd,None,0,PConc,0,1026,1026,Ex,1026,932,1958,0,0,2,3,1,Gd,250000
20,RL,10991,Inside,Timber,1Fam,1Story,8,5,2007,Gable,VinylSd,BrkFace,80,PConc,0,1571,1571,Ex,1571,0,1571,0,0,2,3,1,Gd,239000
30,RL,6292,Inside,SWISU,1Fam,1Story,6,5,1930,Gable,Wd Sdng,None,0,BrkTil,384,384,768,TA,790,0,790,0,0,1,2,1,TA,91000
50,RL,10998,Inside,Edwards,1Fam,1.5Fin,5,5,1941,Gable,Wd Sdng,None,0,CBlock,408,156,984,Ex,984,620,1604,0,0,2,3,1,TA,117000
160,RM,1953,Inside,BrDale,Twnhs,2Story,6,5,1973,Gable,HdBoard,BrkFace,408,CBlock,309,174,483,TA,483,504,987,0,0,1,2,1,TA,83000
80,RL,9735,Inside,Timber,1Fam,SLvl,5,5,2006,Gable,VinylSd,None,0,PConc,0,384,384,Gd,754,640,1394,0,0,2,3,1,Gd,167500
30,RL,8212,Inside,Edwards,1Fam,1Story,3,3,1914,Gable,Stucco,None,0,BrkTil,203,661,864,TA,864,0,864,1,0,1,2,1,TA,58500
20,RL,12925,Corner,NAmes,1Fam,1Story,6,7,1970,Gable,BrkFace,None,0,CBlock,865,340,1205,Ex,2117,0,2117,0,0,2,4,1,TA,237500
70,RM,7200,Corner,OldTown,1Fam,2Story,7,7,1920,Hip,Wd Sdng,None,0,BrkTil,0,596,596,Ex,998,764,1762,1,0,1,4,1,Gd,157000
30,RL,25339,Inside,Sawyer,1Fam,1Story,5,7,1918,Gable,Wd Sdng,None,0,BrkTil,0,816,816,Ex,1416,0,1416,0,0,2,3,1,Gd,112000
50,RL,9060,Inside,Edwards,1Fam,1.5Fin,6,5,1939,Gable,WdShing,None,0,BrkTil,204,356,560,TA,698,560,1258,0,0,1,2,1,TA,105000
50,RM,5436,Inside,IDOTRR,1Fam,1.5Fin,4,8,1922,Gable,VinylSd,None,0,BrkTil,735,61,796,Gd,796,358,1154,1,0,1,3,1,Gd,125500
60,RL,16692,Inside,NWAmes,1Fam,2Story,7,5,1978,Gable,Plywood,BrkFace,184,CBlock,790,133,1392,TA,1392,1392,2784,1,0,3,5,1,Gd,250000
50,RM,8520,Inside,OldTown,1Fam,1.5Fin,6,7,1916,Gable,Stucco,None,0,BrkTil,168,0,714,TA,1664,862,2526,0,0,2,5,1,Gd,136000
20,RL,14892,CulDSac,Gilbert,1Fam,1Story,9,5,2006,Gable,VinylSd,Stone,160,PConc,1320,426,1746,Ex,1746,0,1746,1,0,2,3,1,Ex,377500
50,RM,6000,Inside,BrkSide,1Fam,1.5Fin,6,6,1941,Gable,Wd Sdng,None,0,BrkTil,375,360,735,Ex,869,349,1218,0,1,1,3,1,TA,131000
20,RL,9100,Inside,CollgCr,1Fam,1Story,7,5,2000,Gable,VinylSd,BrkFace,244,PConc,1400,125,1525,Ex,1525,0,1525,1,0,2,3,1,Gd,235000
90,RL,8944,Inside,NAmes,Duplex,1Story,5,5,1967,Gable,Plywood,None,0,CBlock,0,1584,1584,TA,1584,0,1584,0,0,2,4,2,TA,124000
85,RL,7838,Inside,NAmes,1Fam,SFoyer,5,5,1967,Gable,HdBoard,None,0,CBlock,769,95,864,TA,900,0,900,1,0,1,3,1,TA,123000
190,RM,10800,Inside,OldTown,2fmCon,1.5Fin,6,7,1905,Gable,Wd Sdng,None,0,BrkTil,0,482,482,Ex,1221,691,1912,0,0,2,3,2,TA,163000
120,RL,4045,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,Hip,VinylSd,BrkFace,45,PConc,1070,286,1356,Ex,1500,0,1500,1,0,2,2,1,Gd,246578
60,RL,12665,Inside,Timber,1Fam,2Story,8,5,2005,Hip,VinylSd,BrkFace,245,PConc,0,1094,1094,Ex,1133,1349,2482,0,0,2,4,1,Gd,281213
20,RL,57200,Inside,Timber,1Fam,1Story,5,5,1948,Gable,Wd Sdng,None,0,CBlock,353,60,747,TA,1687,0,1687,1,0,1,3,1,TA,160000
70,RM,6120,Inside,BrkSide,1Fam,2Story,5,8,1920,Gable,MetalSd,None,0,BrkTil,0,939,939,Ex,939,574,1513,0,0,1,4,1,TA,137500
50,RL,7200,Inside,NAmes,1Fam,1.5Fin,5,4,1950,Gable,VinylSd,None,0,CBlock,180,676,1208,Gd,1136,768,1904,1,0,1,3,1,TA,138000
50,RL,6171,Inside,SWISU,1Fam,1.5Fin,6,6,1925,Gable,WdShing,None,0,BrkTil,264,712,976,Ex,1160,448,1608,0,0,2,3,1,Gd,137450
50,RM,6000,Corner,BrkSide,1Fam,1.5Fin,6,7,1929,Gable,WdShing,None,0,BrkTil,0,862,862,TA,950,208,1158,0,0,1,3,1,TA,120000
60,RL,7415,Inside,Gilbert,1Fam,2Story,6,5,2004,Gable,VinylSd,None,0,PConc,759,80,839,Ex,864,729,1593,1,0,2,3,1,TA,193000
20,RL,6762,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,1286,1286,Ex,1294,0,1294,0,0,2,2,1,Gd,193879
20,RL,15256,CulDSac,Somerst,1Fam,1Story,8,5,2007,Gable,VinylSd,Stone,84,PConc,929,556,1485,Ex,1464,0,1464,1,0,2,3,1,Gd,282922
50,RL,10410,Corner,OldTown,1Fam,1.5Fin,3,4,1915,Gable,Wd Sdng,None,0,PConc,0,672,672,TA,694,520,1214,0,0,1,3,1,TA,105000
